race,gender,body_size,age_range,with_kids,kids_category,basket_size,basket_colour,attire,shirt_colour,shirt_type,pants_colour,pants_type,wash_item,washer_no,dryer_no,spectacles,timespent_minutes,buydrinks,totalspent_rm,latitude,longitude,num_of_baskets,location,amenity,road,quarter,town,city,state,iso3166-2-lvl4,postcode,neighbourhood,hamlet,residential,suburb,leisure,tourism,office,aeroway,building,industrial,highway,house_number,man_made,district,historic,landuse,shop,city_district,commercial,railway,craft,locality,retail,village,place,club,military,Super Dryclean Sdn Bhd,Jag Nasmech Sdn Bhd,Zack Laundry,Dobi Auto Sdn Bhd,Dobi Pro Enterprise,Laundry Bar (Pantai Hillpark) - 24 Hours,year,month,day,hour,minute,second
3,0,1,46.0,2,4,1,0,2,2,1,8,0,0,3,10,0,37.0,4.0,11.0,3.095794981,101.6939287,2.0,2261,326,1357,125,6,0,2,1,58100.0,208,26,130,50,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,13,15,22,49
1,1,0,18.0,2,4,0,11,0,6,0,11,1,0,6,7,0,28.0,4.0,17.0,3.132365583,101.6423758,3.0,3150,326,1376,125,6,0,2,1,47308.0,208,26,130,75,10,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,18,9,24,27
2,1,2,59.0,0,4,1,2,0,4,1,3,1,1,4,8,0,28.0,4.0,9.0,3.138866325,101.6746886,1.0,3325,326,655,125,6,0,2,1,59000.0,208,26,130,63,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,29,21,1,45
1,0,1,49.0,2,2,0,0,2,3,1,1,1,1,4,9,0,17.0,2.0,18.0,3.076094123,101.6798082,3.0,1728,139,899,125,6,0,2,1,58200.0,208,26,97,67,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,22,19,42,13
3,0,0,18.0,2,0,1,0,0,2,0,7,1,1,6,9,0,23.0,0.0,13.0,3.099900438,101.6440913,3.0,2360,55,1674,125,6,4,1,0,46661.0,208,26,130,40,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,13,20,21,42
3,1,2,26.0,2,0,1,1,0,6,1,1,1,0,3,10,0,47.0,2.0,17.0,3.108576109,101.7051454,2.0,2588,326,323,125,6,0,2,1,55200.0,83,26,130,75,40,43,65,7,25,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,6,11,21,30
0,0,0,50.0,2,2,1,7,1,7,1,11,1,1,3,7,2,31.0,4.0,12.0,3.100927412,101.6565395,2.0,2391,326,1527,98,6,4,1,0,46000.0,208,26,130,19,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,21,2,56,28
1,1,0,24.0,2,2,0,2,2,11,1,0,1,0,4,8,0,20.0,2.0,17.0,3.11537411,101.6591985,1.0,2736,326,1498,125,6,0,2,1,50603.0,208,26,130,44,40,43,65,7,19,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,1,1,14,24,55
0,0,0,49.0,2,1,0,1,0,2,0,1,1,1,6,9,2,46.0,5.0,18.0,3.13316755,101.673691,3.0,3172,326,654,125,6,0,2,1,59000.0,208,26,130,63,40,43,65,7,165,20,30,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,24,1,40,39
0,0,0,24.0,2,0,1,4,0,11,1,4,1,0,6,8,0,24.0,3.0,11.0,3.123650792,101.6440785,1.0,2936,326,98,75,6,4,1,0,47350.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,20,10,48,12
0,0,2,35.0,2,2,0,4,1,7,1,8,1,1,5,9,2,49.0,0.0,7.0,3.119857856,101.6509184,1.0,2840,42,1654,125,6,0,2,1,50603.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,24,19,37,57
1,0,2,20.0,2,1,1,4,2,0,0,1,1,1,4,8,0,12.0,2.0,8.0,3.082357243,101.700283,1.0,1888,326,1674,125,6,0,2,1,57100.0,172,26,130,50,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,17,19,10,30
3,0,0,27.0,2,2,0,1,0,11,1,12,0,0,3,8,2,17.0,3.0,12.0,3.075524525,101.6610729,2.0,1712,326,935,125,6,0,2,1,58200.0,148,26,130,67,40,43,6,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,7,15,6,10
3,0,2,42.0,0,0,0,6,1,0,1,2,1,1,4,9,2,13.0,4.0,9.0,3.093444104,101.7036533,1.0,2193,326,1674,125,6,0,2,1,57100.0,208,26,130,50,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,7,7,33,12
2,1,0,32.0,0,4,1,10,0,10,0,8,0,1,6,9,0,30.0,2.0,12.0,3.076906072,101.6833717,1.0,1746,326,720,125,6,0,2,1,58200.0,130,26,130,67,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,12,4,15,32
3,0,1,42.0,0,1,0,3,2,7,1,1,0,1,4,7,0,29.0,5.0,10.0,3.081278339,101.6606645,2.0,1869,235,1674,125,6,0,2,1,58000.0,94,26,130,67,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,25,19,3,32
2,1,2,52.0,0,1,0,7,1,8,0,0,1,1,3,7,0,50.0,5.0,11.0,3.09891892,101.6785477,2.0,2334,326,262,125,6,0,2,1,58100.0,208,26,130,64,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,1,17,18,38,35
1,0,0,48.0,2,2,1,0,2,5,0,1,1,1,6,10,2,51.0,0.0,11.0,3.079272503,101.6818898,1.0,1810,326,548,125,6,0,2,1,58200.0,187,26,130,34,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,2,5,1,21
1,0,2,50.0,2,2,0,5,1,0,1,11,0,1,5,9,0,24.0,2.0,13.0,3.110733907,101.6689498,3.0,2629,326,211,125,6,0,2,1,59200.0,106,26,130,44,40,43,65,7,30,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,13,19,58,25
3,0,1,29.0,0,0,0,1,0,8,1,11,0,0,5,9,0,42.0,4.0,15.0,3.081118973,101.6637868,2.0,1864,326,1100,125,6,0,2,1,58000.0,94,26,130,67,16,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,29,9,13,12
0,1,2,39.0,2,0,1,4,0,6,0,9,0,1,3,7,2,52.0,0.0,13.0,3.073638567,101.6922229,3.0,1661,326,1132,125,6,0,2,1,57000.0,208,26,125,3,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,3,1,7,39,11
1,0,2,55.0,0,0,0,0,2,2,1,5,0,0,3,7,0,42.0,1.0,14.0,3.067561545,101.6636389,2.0,1508,326,925,125,6,0,2,1,58200.0,203,26,130,67,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,17,11,4,55
2,0,0,46.0,2,0,0,4,0,6,1,8,0,0,3,8,0,14.0,5.0,9.0,3.13383408,101.6536549,1.0,3190,326,1398,125,6,0,2,1,50603.0,24,26,130,13,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,0,0,0,0,0,0,0,2015,12,23,7,53,25
3,0,0,57.0,2,2,1,7,1,8,0,8,1,0,6,8,0,35.0,1.0,15.0,3.104634334,101.6510063,1.0,2486,297,67,69,6,4,1,0,46000.0,208,26,130,40,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,29,5,24,58
0,1,0,33.0,0,2,0,11,1,2,0,3,0,0,3,8,0,34.0,2.0,7.0,3.13568648,101.6974644,1.0,3242,326,313,125,6,0,2,1,50000.0,28,26,130,17,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2015,12,29,20,47,14
0,1,0,36.0,2,0,1,10,2,11,0,9,0,1,5,7,2,23.0,4.0,8.0,3.089271178,101.6927148,3.0,2073,326,179,125,6,0,2,1,58100.0,64,26,130,34,40,43,65,7,165,20,37,97,34,4,4,2,1,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,17,23,46,22
3,0,2,33.0,0,1,0,7,1,1,1,1,1,1,3,8,2,13.0,3.0,18.0,3.107827799,101.656017,1.0,2558,326,181,98,6,4,1,0,46000.0,208,26,130,19,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,2,28,22,20,19
0,0,0,33.0,2,2,0,8,2,6,1,11,0,0,6,9,2,31.0,1.0,13.0,3.076286673,101.6579265,3.0,1730,326,1674,125,6,0,2,1,46990.0,94,26,130,67,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,6,4,51,4
3,1,2,33.0,0,1,1,10,0,0,0,2,0,0,3,7,0,39.0,2.0,21.0,3.112318099,101.7067511,1.0,2665,326,1148,125,6,0,2,1,55200.0,83,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,5,17,2,22
2,1,0,48.0,0,2,0,7,2,7,0,9,1,1,3,9,0,32.0,1.0,11.0,3.123091369,101.7032001,1.0,2923,326,534,125,6,0,2,1,55200.0,208,26,130,46,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,1,5,3,1,0
1,1,1,47.0,2,2,0,6,2,2,0,3,1,1,4,8,2,17.0,1.0,21.0,3.080635132,101.7039702,2.0,1849,326,46,125,6,0,2,1,57100.0,40,26,130,50,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,14,14,38,22
2,0,1,48.0,2,2,0,4,1,2,0,7,0,0,6,7,2,16.0,1.0,16.0,3.072665695,101.7060184,2.0,1638,326,1638,125,6,0,2,1,57100.0,117,26,130,60,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,21,11,59,53
1,0,2,26.0,0,2,1,7,0,4,0,0,1,0,6,10,2,25.0,2.0,21.0,3.076784124,101.6656969,3.0,1740,326,1674,125,6,0,2,1,58200.0,203,26,130,67,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2016,2,16,23,35,12
0,0,2,42.0,2,1,1,10,2,8,0,8,0,0,3,10,0,43.0,4.0,7.0,3.091670096,101.6635051,2.0,2141,326,1665,125,6,0,2,1,58000.0,208,26,62,44,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,1,26,14,38,58
1,0,2,18.0,2,2,0,8,1,0,0,7,1,1,6,10,2,31.0,1.0,18.0,3.120158476,101.6987719,2.0,2844,326,1674,125,6,0,2,1,50460.0,208,26,130,55,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,6,19,26,22
3,1,0,20.0,0,1,0,7,2,4,0,1,0,1,6,9,0,16.0,3.0,12.0,3.108055171,101.678468,3.0,2572,326,623,125,6,0,2,1,50614.0,132,26,130,64,40,43,65,7,165,20,14,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,30,14,13,4
1,0,1,41.0,2,0,0,3,2,4,0,0,1,0,6,8,0,52.0,4.0,20.0,3.085532741,101.7031907,1.0,1965,326,1306,125,6,0,2,1,57100.0,40,26,130,50,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,3,1,8,0,20
0,1,1,21.0,0,2,0,3,2,4,0,12,1,0,4,7,2,11.0,0.0,21.0,3.10764022,101.669142,1.0,2555,24,1674,125,6,0,2,1,59200.0,208,22,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,3,7,2,1,1,1,0,0,0,0,0,1,2016,1,23,2,16,10
3,0,0,18.0,2,4,0,1,1,10,0,0,1,1,5,7,2,34.0,3.0,19.0,3.107255717,101.6479075,3.0,2548,326,1498,125,6,4,1,0,46661.0,92,26,130,40,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,2,4,21,57,51
0,1,2,31.0,0,2,1,5,2,5,0,7,0,0,6,9,0,12.0,5.0,9.0,3.074614578,101.7048488,3.0,1682,326,871,125,6,0,2,1,57100.0,208,9,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,31,4,51,8
0,1,2,54.0,2,2,0,4,1,2,0,0,1,1,6,7,0,30.0,3.0,19.0,3.082418281,101.6593823,1.0,1890,326,112,21,6,4,1,0,58000.0,208,26,130,39,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,27,3,1,57
3,0,0,38.0,0,0,0,11,2,11,1,11,0,0,3,10,0,58.0,4.0,15.0,3.107091294,101.6743703,3.0,2544,127,1674,125,6,0,2,1,59200.0,208,22,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,3,7,2,1,1,1,0,0,0,0,0,1,2015,12,29,10,11,48
1,1,0,58.0,0,2,0,0,0,6,1,8,0,0,4,9,0,44.0,2.0,8.0,3.106981335,101.6659668,2.0,2539,326,858,125,6,0,2,1,59200.0,208,26,130,44,40,43,65,7,23,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,1,9,19,54,35
0,0,0,28.0,0,2,1,5,2,8,0,1,1,1,6,9,2,26.0,4.0,11.0,3.096016263,101.6523594,1.0,2267,326,177,98,6,4,1,0,46000.0,208,26,130,19,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,1,17,1,21,29
3,0,1,59.0,2,1,0,4,0,8,0,12,0,0,3,8,2,35.0,4.0,20.0,3.102703947,101.6699478,1.0,2443,326,1357,125,6,0,2,1,58000.0,208,26,130,44,40,43,65,7,165,20,37,97,9,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,1,2,19,17,26
3,0,0,38.0,2,2,0,3,2,3,0,5,1,0,3,9,0,42.0,3.0,7.0,3.134980961,101.6496597,3.0,3222,326,1376,125,6,0,2,1,46350.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,3,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,5,0,38,22
0,1,1,37.0,2,2,1,11,1,7,0,3,1,0,5,9,2,44.0,2.0,21.0,3.111352836,101.7075643,2.0,2644,326,1148,125,6,0,2,1,55200.0,83,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,24,3,45,49
0,0,2,45.0,0,1,1,6,2,0,0,0,0,0,5,7,2,52.0,5.0,11.0,3.073633116,101.6905815,2.0,1660,326,1131,125,6,0,2,1,57000.0,208,26,125,3,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,1,14,14,52
3,0,2,27.0,2,0,0,7,1,8,0,1,0,1,4,8,2,53.0,2.0,14.0,3.129548769,101.6636695,2.0,3080,326,1195,125,6,0,2,1,59100.0,208,26,130,66,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,12,18,2,33
1,0,0,31.0,0,4,1,3,2,5,0,12,1,1,6,8,2,33.0,3.0,16.0,3.107974312,101.6468807,1.0,2568,326,1303,125,6,4,1,0,46200.0,208,26,130,40,40,43,65,7,165,20,37,69,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,21,5,31,55
0,1,2,40.0,0,0,0,2,2,11,0,1,0,1,6,8,0,31.0,1.0,18.0,3.091050968,101.6578979,3.0,2128,279,189,98,6,4,1,0,46000.0,208,26,130,19,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,2,7,11,17,53
1,0,1,28.0,0,0,0,11,1,6,1,8,1,0,6,10,2,31.0,5.0,8.0,3.116425145,101.6445318,2.0,2760,242,1212,71,6,4,1,0,47350.0,208,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,27,15,27,52
1,0,0,39.0,0,2,0,0,1,3,1,0,0,0,5,10,2,30.0,5.0,16.0,3.101699495,101.6790057,3.0,2415,136,349,125,6,0,2,1,58100.0,208,26,130,64,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,16,20,54,47
3,1,1,26.0,2,4,1,10,0,6,0,1,0,1,5,10,2,19.0,3.0,11.0,3.134337768,101.7044223,1.0,3208,326,454,125,6,0,2,1,50150.0,208,26,130,46,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2015,12,17,6,42,44
1,1,0,37.0,0,2,1,11,2,1,0,1,1,1,3,8,2,13.0,1.0,17.0,3.066976987,101.680887,1.0,1490,326,511,125,6,0,2,1,57000.0,208,26,105,67,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,9,9,23,7
1,0,2,31.0,0,1,0,10,2,4,1,3,0,0,4,10,2,13.0,3.0,17.0,3.095620907,101.6777885,1.0,2257,81,434,125,6,0,2,1,58100.0,147,26,130,34,40,43,65,7,165,20,37,53,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,3,15,54,42
2,0,2,55.0,2,1,0,0,2,5,1,3,0,1,5,10,2,46.0,0.0,18.0,3.11381948,101.6596657,1.0,2704,326,1498,125,6,4,1,0,50603.0,208,26,130,40,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,18,20,13,43
0,0,1,18.0,2,0,0,5,1,7,1,0,1,0,6,7,2,48.0,0.0,7.0,3.12194585,101.7043806,1.0,2890,326,640,125,6,0,2,1,55200.0,208,26,130,46,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,2,4,21,44,35
3,1,2,32.0,2,2,0,0,1,3,1,0,1,1,4,9,2,25.0,3.0,7.0,3.131243971,101.6929499,2.0,3121,326,1446,125,6,0,2,1,50460.0,28,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,1,2,5,52,18
3,1,1,50.0,2,2,1,11,1,0,1,1,0,0,5,9,0,22.0,2.0,16.0,3.104702888,101.6742547,3.0,2487,326,1674,125,6,0,2,1,59200.0,208,26,57,44,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,1,8,16,4,39
3,1,2,18.0,0,4,0,4,0,3,0,5,1,1,4,8,2,20.0,3.0,9.0,3.120769183,101.6941531,1.0,2859,326,603,125,6,0,2,1,50460.0,28,26,130,55,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,7,20,53,16
1,1,2,34.0,2,2,0,1,2,0,0,0,1,1,6,10,2,53.0,0.0,11.0,3.067379575,101.6432959,1.0,1499,326,1193,125,6,8,1,0,47180.0,140,26,130,75,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,5,2,22,33
2,1,2,35.0,2,1,0,4,1,10,1,12,0,1,6,10,0,46.0,0.0,19.0,3.10128652,101.7006323,2.0,2405,326,1674,125,6,0,2,1,58100.0,208,26,130,50,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,18,2,0,34
1,1,1,18.0,0,0,0,6,1,1,1,9,1,1,3,8,0,50.0,4.0,12.0,3.082159711,101.650614,2.0,1884,326,952,68,6,4,1,0,46000.0,208,26,130,39,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2015,12,22,18,0,26
3,0,2,19.0,0,0,0,5,0,6,1,0,0,0,5,10,0,12.0,2.0,17.0,3.134476736,101.7023455,1.0,3212,326,504,125,6,0,2,1,50150.0,28,26,130,46,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,11,10,52,53
3,0,0,23.0,2,0,0,2,1,7,0,1,1,1,3,9,0,16.0,1.0,15.0,3.086069372,101.6988281,1.0,1976,195,166,125,6,0,2,1,57100.0,48,26,130,50,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,17,0,40,38
0,1,1,22.0,0,1,1,8,2,2,1,2,0,1,4,8,0,55.0,5.0,14.0,3.12164421,101.7095619,2.0,2877,326,1250,125,6,0,2,1,55200.0,208,26,130,46,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2015,12,3,20,33,33
3,0,0,20.0,2,2,0,6,1,10,0,6,0,0,5,8,2,50.0,5.0,18.0,3.078398367,101.7027802,2.0,1786,326,1366,125,6,0,2,1,57100.0,40,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,16,16,28,44
3,1,1,44.0,2,2,0,3,0,8,1,5,0,1,5,9,2,31.0,1.0,7.0,3.070647656,101.687256,2.0,1590,326,212,125,6,0,2,1,57000.0,208,26,127,3,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,31,14,7,58
1,0,2,53.0,0,0,1,2,0,5,0,2,1,1,5,7,2,34.0,2.0,7.0,3.115244245,101.7040466,3.0,2734,326,1649,125,6,0,1,0,50600.0,208,26,130,23,40,43,65,7,165,6,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,16,22,28,8
1,1,1,50.0,0,2,0,4,2,11,1,3,1,1,4,10,2,30.0,4.0,10.0,3.083097219,101.6525555,1.0,1904,326,55,68,6,4,1,0,46000.0,208,26,130,39,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,1,0,2016,1,2,20,38,41
0,1,1,44.0,0,4,1,4,0,11,1,0,1,1,5,9,0,32.0,2.0,17.0,3.103905541,101.7065987,1.0,2470,326,322,125,6,0,2,1,51020.0,208,26,130,50,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,24,16,18,13
0,1,1,36.0,2,2,0,4,1,1,0,5,0,0,5,9,0,18.0,5.0,16.0,3.086811832,101.6958095,1.0,1999,326,165,125,6,0,2,1,57100.0,48,26,130,50,40,43,65,7,165,20,37,76,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,31,20,56,22
1,1,0,33.0,0,2,0,3,1,0,0,9,1,1,6,10,2,32.0,0.0,14.0,3.089804192,101.6583332,3.0,2096,222,184,125,6,4,1,0,46000.0,164,26,130,19,40,43,65,7,165,20,37,97,34,3,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,2,5,18,27
2,1,0,50.0,0,2,0,10,2,2,1,2,1,0,3,8,2,23.0,5.0,10.0,3.116333186,101.6940615,3.0,2756,326,604,125,6,0,2,1,50460.0,208,26,130,55,12,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,6,1,45,22
3,1,1,41.0,0,1,1,5,0,8,0,2,1,1,6,9,2,42.0,0.0,17.0,3.067448341,101.6810649,3.0,1504,326,510,125,6,0,2,1,58200.0,208,26,105,67,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,28,4,57,52
3,1,2,36.0,2,0,1,3,0,1,0,1,0,1,5,10,2,40.0,5.0,14.0,3.10517252,101.6675985,2.0,2498,326,862,125,6,0,2,1,59200.0,208,26,130,44,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,9,21,50,23
2,0,0,18.0,0,2,1,4,2,5,0,1,1,1,3,7,2,16.0,5.0,19.0,3.123706393,101.6653088,3.0,2937,326,1195,125,6,0,2,1,59100.0,26,26,130,13,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,1,17,13,49,22
2,0,2,28.0,0,2,0,3,2,3,0,1,1,0,5,10,0,19.0,0.0,20.0,3.106128655,101.6702871,3.0,2515,147,860,125,6,0,2,1,59200.0,208,22,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2016,3,1,7,2,30
2,1,1,33.0,0,4,1,1,1,6,1,8,0,0,6,7,2,54.0,3.0,8.0,3.09913686,101.6742842,3.0,2340,326,1674,125,6,0,2,1,58000.0,208,26,130,44,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,1,2015,12,1,11,39,52
3,1,0,41.0,2,1,0,0,0,0,1,7,1,1,3,8,2,43.0,1.0,15.0,3.077874339,101.6962796,3.0,1771,326,691,125,6,0,2,1,57100.0,159,26,130,34,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,5,7,57,32
2,1,1,37.0,2,2,1,8,1,10,0,5,1,1,5,9,0,59.0,2.0,15.0,3.087666088,101.6764072,3.0,2028,326,1674,125,6,0,2,1,58200.0,181,26,130,34,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,27,0,25,11
